,episodes,comment_id,oper_name,vip_degree,content,time_point,up_count
332,第一期下,6717762032691773137,ふりをしている（开学勿扰,1,爆米花 : 大姐走起,54,18
333,第一期下,6717763121299260079,,3,爆米花 : 田庄蔡冰冰爱你呦,52,9
334,第一期下,6717764245497869927,西罗马灭亡星,0,陈宥维！！！！,50,6
335,第一期下,6717771705701567431,傑,0, 小四爷来了,50,0
336,第一期下,6717797772030356930,MCH,0,赵薇赵薇赵薇赵薇赵薇赵薇,50,4
337,第一期下,6717937477286900853,张智凯,0,在,52,0
338,第一期下,6717953002218921439,,0, 来支持丁大哥了,52,10
339,第一期下,6717972746196207520,-王余航的红领巾✨,1,丁哥冲冲冲,51,7
340,第一期下,6717982353386912340,,0, 丁哥！宝贝我来了！加油！,54,18
341,第一期下,6718027766701765949,,6,为薇导而来,52,1
342,第一期下,6718034768208308604,,2,爆米花 : 丁哥我来啦,53,7
343,第一期下,6718064443667281348,,0,主要是看赵薇导演啊😄,51,2
344,第一期下,6718119923646920134,,0,郭语 花了六块钱,50,0
345,第一期下,6718147844245013562,,0, 张大大是个啥,50,1
346,第一期下,6718409954823780740,,0, 火钳刘明,54,1
347,第一期下,6718432736858063927,小倪睡不饱,0, 难道就我觉得温峥嵘很像俞飞鸿吗,51,2
348,第一期下,6718469508715490976,,0, 富贵花,51,0
349,第一期下,6718493635161598385,傲雪,0,我又来看赵导了[圈粉1][圈粉1][圈粉1],54,3
350,第一期下,6718543351092801736,哦哦哦.,0,丁哥～,51,1
351,第一期下,6718765248518747660,,0, 火钳刘明,54,0
352,第一期下,6718603541087795020,,0,爆米花 : 才一个小时,52,2
353,第一期下,6718878897925550895,,0, 突然get了大鹏的帅,53,9
354,第一期下,6718880251931726040,陌沫鸭🦆,0, aaa太爱任敏啦,51,2
355,第一期下,6718866325697134928,刘燕 Yvonne💍,0, 小丁冲啊,52,0
356,第一期下,6718863808681671178,,0,唯品会这赞助好多节目啊,54,0
357,第一期下,6718543295964226599,是小坤坤吖,0,尔东升的三少爷爷的剑谁看过,52,0
358,第一期下,6718542057868609889,GEORGE,0,来了,53,0
359,第一期下,6719124996843089404,momo,0,  好,54,0
360,第一期下,6718396594077761216,。,0,喜欢胡杏儿,53,0
361,第一期下,6718375572101334933,,0, 赵薇赵薇,53,0
362,第一期下,6719232961460846081,,0,  丁儿，麻麻来了,52,2
363,第一期下,6718363133142043536,,0, 还能发弹幕,53,0
364,第一期下,6718326306582763064,,0, 孙千加油,54,2
365,第一期下,6719548820524868881,,0, 凯歌导演,53,0
366,第一期下,6719558180743398966,Flipped,0,看到张大大 导演一副很那啥的表情,53,0
367,第一期下,6717761434122648224,耗子者也,5,爆米花 : 第二?,37,9
368,第一期下,6717762885087936480,,0, 来了来了,37,0
369,第一期下,6717765189710837009,iy,3,期待费启鸣,36,12
370,第一期下,6717765334326587876,落汐月,2,爆米花 : 好快,35,4
371,第一期下,6717766983896035845,,0, 来啦,35,0
372,第一期下,6717768642320334893,小熊软糖,0, 期待演员丁程鑫,35,7
373,第一期下,6717768437982546795,,0, 丁哥我来了,35,0
374,第一期下,6717770727731788535,怎样_,1,注意不要一直刷丁儿哦，这是对其他演员的尊重,35,4
375,第一期下,6717815346386420679,爱若微尘,0,  为赵薇而来,35,2
